DEVICE_ID|DEVICE_HOSTNAME|DEVICE_IP_STRING|DEVICE_SOURCE_ID|DEVICE_SOURCE_OS_NAME|ORG_L1_ID|ORG_ID|ORG_SOURCE_ID|SOURCE_DEV_ID|SOURCE_DEV_CUST_DEVICE_NAME|SOURCE_DEV_MACHINE_HOST_NAME|SOURCE_DEV_MACHINE_PLATFORM|SOURCE_DEV_CUST_ID|SOURCE_DEV_STATUS|SOURCE_DEV_SERVICE_NAME|SOURCE_DEV_MANUFACTURER|SOURCE_DEV_SOFTWARE_VERSION|SOURCE_DEV_SENSOR_TYPE|SOURCE_DEV_PRIMARY_FUNCTION|SOURCE_DEV_PRIMARY_APPLICATION|SOURCE_DEV_IDS_CONFIG_TYPE|SOURCE_DEV_NETWORK_SEG_TYPE|SOURCE_DEV_INLINE_APPLIANCE_MODE|SOURCE_DEV_STACKED_FLAG|SOURCE_DEV_MANAGED_BY|SOURCE_DEV_MONITORED_BY|SOURCE_DEV_CLUSTER_FW_NAME|SOURCE_DEV_IDS_CONFIG_TYPE2|SOURCE_DEV_FW_TYPE_AND_VER|SOURCE_DEV_DEFAULT_GATEWAY|SOURCE_DEV_IP_EXT_STRING|SOURCE_DEV_OS_NAME|SOURCE_DEV_NLR_THRESHOLD|SOURCE_DEV_POLL_PERIOD|SOURCE_DEV_SITE_NAME|SOURCE_DEV_SITE_ID|SOURCE_DEV_DATA_RETENTION_PERIOD|SOURCE_DEV_INDEX_RETENTION_PERIOD|SOURCE_DEV_TIMEZONE|SOURCE_CUST_ID|SOURCE_CUST_NAME|SOURCE_CUST_PARTNER_ID|SOURCE_CUST_PARTNER_NAME|SOURCE_CUST_CATEGORY|SOURCE_CUST_INDUSTRY|SOURCE_CUST_REGULATED|SOURCE_CUST_MIDS|SOURCE_CUST_NUM_IDS|SOURCE_CUST_MPS|SOURCE_CUST_MFS|SOURCE_CUST_NUM_FW|SOURCE_CUST_SELM|SOURCE_CUST_VMS|SOURCE_CUST_NUM_EXT_IP|SOURCE_CUST_NUM_INT_IP|SOURCE_CUST_NUM_SCANNERS|SOURCE_CUST_LMS|SOURCE_CUST_EAM|SOURCE_CUST_NUM_DEVICES|SOURCE_CUST_THIRD_PARTY|SOURCE_CUST_SERVICE_NAME|SOURCE_CUST_SIA|SOURCE_CUST_SIA_NAME|SOURCE_CUST_PCI_DSS|SOURCE_CUST_HIPAA|SOURCE_CUST_GLBA|SOURCE_CUST_MRR|SOURCE_CUST_STATUS|INDUSTRY_ID|IND_SECTION_CD|IND_SECTION_NAME|IND_SECTION_SHORT_NAME|IND_DIVISION_CD|IND_DIVISION_NAME|IND_DIVISION_SHORT_NAME|CONS_DB_IP_STRING|CONS_DB_HOSTNAME|FW_DB_IP_STRING|FW_DB_HOSTNAME|LMS_AGG_IP_STRING|LMS_AGG_HOSTNAME
|bru-wicnotes01|143.19.50.187|P00000008033123|windows 2003|8578|8578|CIDD706225|P00000008033123|bru-wicnotes01|bru-wicnotes01|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bru-wts001|143.26.130.27|D00000008005880|windows nt|8578|8578|CIDD706225|D00000008005880|bru-wts001|bru-wts001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bru-wts002|143.26.130.28|D00000008005881|windows nt|8578|8578|CIDD706225|D00000008005881|bru-wts002|bru-wts002|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bru-xdm001|143.26.130.46|S00000007011783|windows nt|8578|8578|CIDD706225|S00000007011783|bru-xdm001|bru-xdm001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bru-xdm001|143.26.130.46|S00000007019918|windows 2003|8578|8578|CIDD706225|S00000007019918|bru-xdm001|bru-xdm001|Generic Intel|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bru-xdm001|143.26.130.46|SA0000000726834|windows 2003|8578|8578|CIDD706225|SA0000000726834|bru-xdm001|bru-xdm001|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bruhcserver|10.142.92.3|P00000008028227|windows 2003|8578|8578|P000000015|P00000008028227|bruhcserver|bruhcserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|brupmserver|10.141.48.3|P00000008028221|windows 2003|8578|8578|P000000015|P00000008028221|brupmserver|brupmserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|brx-int1|172.30.2.9|SA0000000736555|nokia ipso 3.9 build 041|8578|8578|CIDD706748|SA0000000736555|brx-int1|brx-int1|Nokia IP290|CIDD706748|active|selm - network - standard|||||||||||||||||||||||||CIDD706748|Mercedes-Benz High Performance Engines|CID001826|Direct|managed_service|37: transportation equipment|yes|unk||unk|unk||yes|unk||||yes|||||||||||active|22|c|manufacturing|manufacturing|29|manufacture of motor vehicles, trailers and semi-trailers|transportation manufacture||||||
|brx-int2|172.30.2.10|SA0000000736558|nokia ipso 3.9 build 041|8578|8578|CIDD706748|SA0000000736558|brx-int2|brx-int2|Nokia IP290|CIDD706748|active|selm - network - standard|||||||||||||||||||||||||CIDD706748|Mercedes-Benz High Performance Engines|CID001826|Direct|managed_service|37: transportation equipment|yes|unk||unk|unk||yes|unk||||yes|||||||||||active|22|c|manufacturing|manufacturing|29|manufacture of motor vehicles, trailers and semi-trailers|transportation manufacture||||||
|bryrdc01|172.30.154.10|S00000007017847|windows 2003|8578|8578|CIDS704698|S00000007017847|bryrdc01|bryrdc01|Generic Intel|CIDS704698|inactive|selm standard|||||||||||||||||||||||||CIDS704698|Franklin Bank|CID001826|Direct|managed_service|60: depository institutions|yes|yes||yes|yes||yes|yes|256|||yes||||||||||1136.0|inactive|12|k|financial and insurance activities|finance and insurance|64|financial service activities, except insurance and pension funding|financial services||||||
|bsbhiserver|10.144.10.3|P00000008028370|windows 2003|8578|8578|P000000015|P00000008028370|bsbhiserver|bsbhiserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bschkt01v|204.105.21.134|P00000008024789|windows 2003|8578|8578|P000000085|P00000008024789||bschkt01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bscogp01v|204.105.21.114|P00000008027600|windows 2003|8578|8578|P000000085|P00000008027600||bscogp01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bscogt01v|204.105.21.19|P00000008023942|windows 2003|8578|8578|P000000085|P00000008023942||bscogt01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bscogu01v|204.105.41.15|P00000008024862|windows 2003|8578|8578|P000000085|P00000008024862||bscogu01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsctxc02v|204.105.51.33|P00000008025602|windows 2003|8578|8578|P000000085|P00000008025602||bsctxc02v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsctxt01v|204.105.21.243|P00000008024791|windows 2003|8578|8578|P000000085|P00000008024791||bsctxt01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsctxt02v|204.105.21.231|P00000008024796|windows 2003|8578|8578|P000000085|P00000008024796||bsctxt02v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsdlp01c|204.105.31.123|P00000008025795|windows 2003|8578|8578|P000000085|P00000008025795||bsdlp01c|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsdnb02v|204.105.31.48|P00000008024865|windows 2003|8578|8578|P000000085|P00000008024865||bsdnb02v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bse2vp01v|204.105.21.104|P00000008030223|windows 2003|8578|8578|P000000085|P00000008030223||bse2vp01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsermp01v|204.105.31.43|P00000008025595|windows 2003|8578|8578|P000000085|P00000008025595||bsermp01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsesrs01c|216.118.190.236|P00000008025607|windows 2003|8578|8578|P000000085|P00000008025607||bsesrs01c|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bshapserver|10.169.22.3|P00000008028355|windows 2003|8578|8578|P000000015|P00000008028355|bshapserver|bshapserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bshmeserver|10.169.26.3|P00000008028306|windows 2003|8578|8578|P000000015|P00000008028306|bshmeserver|bshmeserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bsiisd01v|204.105.21.224|P00000008024534|windows 2003|8578|8578|P000000085|P00000008024534||bsiisd01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsiisd04v|204.105.31.155|P00000008024361|windows 2003|8578|8578|P000000085|P00000008024361||bsiisd04v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsiisp04v|204.105.31.154|P00000008025739|windows 2003|8578|8578|P000000085|P00000008025739||bsiisp04v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsiist01v|204.105.21.52|P00000008024966|windows 2003|8578|8578|P000000085|P00000008024966||bsiist01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsitqd01v|204.105.51.49|P00000008024536|windows 2003|8578|8578|P000000085|P00000008024536||bsitqd01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsitqt01v|204.105.51.119|P00000008024795|windows 2003|8578|8578|P000000085|P00000008024795||bsitqt01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsnhn01d|204.105.31.174|P00000008027199|windows 2003|8578|8578|P000000085|P00000008027199||bsnhn01d|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsp-dc001|Does Not Exist|D00000008007907|windows nt|8578|8578|CIDD706225|D00000008007907|bsp-dc001|bsp-dc001|Intel 450 Mhz|CIDD706225|inactive|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
|bsplt01v|204.105.21.13|P00000008026965|windows 2003|8578|8578|P000000085|P00000008026965||bsplt01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bspvxmlsrv2|10.210.219.64|P00000008027226|windows|8578|8578|P000000085|P00000008027226||bspvxmlsrv2|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bspvxmlstudio|10.210.219.62|P00000008027227|windows|8578|8578|P000000085|P00000008027227||bspvxmlstudio|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bssqld04v|204.105.31.157|P00000008024366|windows 2003|8578|8578|P000000085|P00000008024366||bssqld04v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bssqlp04v|204.105.31.156|P00000008025753|windows 2003|8578|8578|P000000085|P00000008025753||bssqlp04v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bstbrserver|10.169.28.3|P00000008028351|windows 2003|8578|8578|P000000015|P00000008028351|bstbrserver|bstbrserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|bstwd01v|204.105.21.116|P00000008024799|windows 2003|8578|8578|P000000085|P00000008024799||bstwd01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bstwep01v|204.105.31.134|P00000008035043|windows 2003|8578|8578|P000000085|P00000008035043||bstwep01v|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bsvum01d|204.105.31.13|P00000008024968|windows 2003|8578|8578|P000000085|P00000008024968||bsvum01d|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|bswcr05c|204.105.31.53|P00000008035047|windows|8578|8578|P000000085|P00000008035047||bswcr05c|Other|P000000085|active|selm - server - standard|||||||||||||||||||||||||P000000085|Blue Cross Blue Shield of MA|CIDS704571|IBM Strategic Outsourcing|managed_service|63: insurance carriers|yes|yes||yes|yes||yes|yes||512||yes||||||||||1625.4|active|14|k|financial and insurance activities|finance and insurance|65|insurance, reinsurance and pension funding, except compulsory social security|insurance services||||||
|btanyserver|172.20.190.196|P00000008031070|windows 2003|8578|8578|P000000015|P00000008031070|btanyserver|btanyserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btlmiserver|172.22.185.132|P00000008031072|windows 2003|8578|8578|P000000015|P00000008031072|btlmiserver|btlmiserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btrcnserver|172.17.55.132|P00000008031079|windows 2003|8578|8578|P000000015|P00000008031079|btrcnserver|btrcnserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btrcshsipos|172.22.85.209|P00000008029402|windows xp pro|8578|8578|P000000015|P00000008029402|btrcshsipos|btrcshsipos|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btrgiserver|172.20.214.68|P00000008031098|windows 2003|8578|8578|P000000015|P00000008031098|btrgiserver|btrgiserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btsinserver|172.20.170.4|P00000008031101|windows 2003|8578|8578|P000000015|P00000008031101|btsinserver|btsinserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|btsrootdc02|10.139.32.149|SA0000000728204|other|8578|8578|CIDD706071|SA0000000728204|btsrootdc02|btsrootdc02|Generic IBM Server|CIDD706071|inactive|selm standard|||||||||||||||||||||||||CIDD706071|Royal Lepage Relocation Services Ltd.|CID001826|Direct|managed_service|73: business services|yes|yes||unk|yes||yes|unk||||yes||||||||||117.34|active|13|n|administrative and support service activities|admin and support svcs|82|office administrative, office support and other business support activities|administrative services||||||
|btvmvserver|172.17.71.68|P00000008031815|windows 2003|8578|8578|P000000015|P00000008031815|btvmvserver|btvmvserver|Other|P000000015|active|selm - server - select|||||||||||||||||||||||||P000000015|Hilton Hotels Corp|CIDS704571|IBM Strategic Outsourcing|managed_service|70: hotels, rooming houses, camps, and other lodging places|yes|yes||yes|yes||yes|unk||||yes||||||||||43155.22|active|15|i|accommodation and food service activities|accommodations and food svc|55|accommodation|accommodation||||||
|buc-eudna009|143.26.122.26|S00000007009717|windows 2000 server|8578|8578|CIDD706225|S00000007009717|buc-eudna009|buc-eudna009|Generic Intel|CIDD706225|active|mps server select|||||||||||||||||||||||||CIDD706225|Procter & Gamble Co.|CID001826|Direct|managed_service|51: wholesale trade - nondurable goods|yes|yes||yes|unk||yes|yes||148000||yes||||||||||105716.19|active|11|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|46|wholesale trade, except of motor vehicles and motorcycles|wholesale trade||||||
